Return_ID,Order_ID,Return_Date,Return_Reason,Refund_Status,Refund_Amount,
RET01631,ORD020272,18-04-2024,Size/Fit Issue,Refunded,6795,
RET01632,ORD022156,30-08-2025,Damaged,Refunded,1645,
RET01633,ORD021174,27-01-2025,Size/Fit Issue,Refunded,21686,
RET01634,ORD020043,28-01-2025,Late Delivery,Refunded,32164,
RET01635,ORD002619,23-10-2024,Quality Issue,Refunded,15951,
RET01636,ORD006254,22-04-2026,Damaged,Refunded,7131,
RET01637,ORD026410,24-09-2024,Late Delivery,Refunded,19957,
RET01638,ORD012791,18-12-2025,Size/Fit Issue,Processing,57900,
RET01639,ORD019370,15-12-2024,Size/Fit Issue,Refunded,5903,
RET01640,ORD020922,08-09-2024,Damaged,Refunded,6376,
RET01641,ORD000209,07-02-2026,Quality Issue,Refunded,9869,
RET01642,ORD004977,18-01-2026,Quality Issue,Refunded,1763,
RET01643,ORD000820,27-04-2024,Quality Issue,Refunded,21776,
RET01644,ORD026522,20-12-2025,Changed Mind,Refunded,13132,
RET01645,ORD008445,15-02-2024,Late Delivery,Refunded,4343,
RET01646,ORD010119,13-05-2024,Changed Mind,Refunded,3746,
RET01647,ORD000689,01-01-2025,Wrong Item,Refunded,46399,
RET01648,ORD006160,23-10-2024,Changed Mind,Refunded,32168,
RET01649,ORD007358,12-01-2026,Quality Issue,Refunded,2709,
RET01650,ORD006162,21-02-2025,Changed Mind,Refunded,15342,
RET01651,ORD011324,08-12-2025,Late Delivery,Refunded,6028,
RET01652,ORD012597,14-11-2025,Quality Issue,Processing,18928,
RET01653,ORD023278,13-05-2026,Damaged,Refunded,1075,
RET01654,ORD027111,09-06-2026,Changed Mind,Refunded,2040,
RET01655,ORD008665,19-04-2025,Quality Issue,Processing,21195,
RET01656,ORD015011,31-12-2025,Size/Fit Issue,Refunded,15917,
RET01657,ORD014898,22-04-2026,Wrong Item,Refunded,9054,
RET01658,ORD025800,27-07-2026,Late Delivery,Refunded,26226,
RET01659,ORD003396,13-08-2026,Wrong Item,Refunded,33017,
RET01660,ORD006378,10-07-2025,Late Delivery,Refunded,24505,
RET01661,ORD001492,28-01-2025,Changed Mind,Refunded,2254,
RET01662,ORD015037,02-08-2024,Changed Mind,Refunded,613,
RET01663,ORD009697,27-01-2026,Changed Mind,Refunded,6054,
RET01664,ORD025987,25-12-2025,Changed Mind,Refunded,15477,
RET01665,ORD012437,11-07-2026,Wrong Item,Refunded,16039,
RET01666,ORD025043,11-01-2025,Size/Fit Issue,Processing,39881,
RET01667,ORD016324,18-06-2025,Quality Issue,Refunded,27882,
RET01668,ORD026742,26-03-2024,Late Delivery,Processing,3034,
RET01669,ORD013664,28-03-2024,Damaged,Refunded,12388,
RET01670,ORD024432,03-05-2026,Wrong Item,Refunded,21609,
RET01671,ORD010718,07-12-2025,Wrong Item,Refunded,21579,
RET01672,ORD023820,19-04-2024,Size/Fit Issue,Refunded,15195,
RET01673,ORD015506,08-12-2025,Size/Fit Issue,Refunded,24595,
RET01674,ORD012590,13-10-2024,Quality Issue,Refunded,23316,
RET01675,ORD001422,23-01-2025,Changed Mind,Refunded,28648,
RET01676,ORD011458,21-11-2024,Late Delivery,Refunded,15500,
RET01677,ORD015008,03-02-2026,Quality Issue,Refunded,17381,
RET01678,ORD029349,27-05-2026,Quality Issue,Refunded,19881,
RET01679,ORD022332,29-07-2024,Late Delivery,Refunded,3028,
RET01680,ORD011599,11-03-2025,Size/Fit Issue,Refunded,3642,
RET01681,ORD012520,09-10-2025,Changed Mind,Processing,1121,
RET01682,ORD000919,25-08-2024,Size/Fit Issue,Refunded,20196,
RET01683,ORD009140,23-05-2024,Quality Issue,Refunded,14903,
RET01684,ORD008770,17-03-2025,Size/Fit Issue,Refunded,5717,
RET01685,ORD004205,07-10-2025,Size/Fit Issue,Refunded,7021,
RET01686,ORD026620,13-05-2025,Late Delivery,Refunded,20772,
RET01687,ORD001463,17-05-2025,Changed Mind,Refunded,13569,
RET01688,ORD022023,06-03-2026,Late Delivery,Refunded,6863,
RET01689,ORD027908,03-11-2025,Size/Fit Issue,Refunded,8055,
RET01690,ORD029142,13-07-2024,Damaged,Refunded,20225,
RET01691,ORD018255,11-01-2026,Damaged,Refunded,16336,
RET01692,ORD003251,11-11-2025,Quality Issue,Refunded,14263,
RET01693,ORD011160,15-08-2024,Size/Fit Issue,Refunded,2584,
RET01694,ORD009783,28-02-2026,Damaged,Refunded,2666,
RET01695,ORD007180,13-08-2024,Damaged,Refunded,11056,
RET01696,ORD018852,22-05-2025,Late Delivery,Refunded,25353,
RET01697,ORD011683,14-04-2025,Size/Fit Issue,Refunded,64083,
RET01698,ORD011366,03-03-2024,Quality Issue,Refunded,12795,
RET01699,ORD024605,23-09-2025,Size/Fit Issue,Refunded,1328,
RET01700,ORD024993,11-08-2025,Wrong Item,Refunded,4000,
RET01701,ORD022744,01-09-2025,Late Delivery,Refunded,19722,
RET01702,ORD014111,02-04-2024,Late Delivery,Refunded,1625,
RET01703,ORD010117,31-01-2025,Quality Issue,Refunded,7101,
RET01704,ORD012690,28-07-2024,Size/Fit Issue,Refunded,27511,
RET01705,ORD002467,20-01-2024,Changed Mind,Refunded,2647,
RET01706,ORD008239,03-04-2024,Late Delivery,Refunded,7760,
RET01707,ORD015187,17-05-2025,Size/Fit Issue,Refunded,384,
RET01708,ORD007974,02-02-2024,Damaged,Refunded,27438,
RET01709,ORD003047,29-05-2024,Changed Mind,Refunded,15723,
RET01710,ORD021108,12-11-2024,Size/Fit Issue,Refunded,8873,
RET01711,ORD006030,24-01-2025,Damaged,Refunded,23898,
RET01712,ORD002770,22-12-2024,Wrong Item,Refunded,11333,
RET01713,ORD008972,16-07-2026,Size/Fit Issue,Refunded,21213,
RET01714,ORD026283,18-05-2025,Changed Mind,Refunded,59524,
RET01715,ORD025911,26-06-2025,Damaged,Refunded,1925,
RET01716,ORD011501,11-08-2025,Damaged,Refunded,31067,
RET01717,ORD006903,20-09-2024,Quality Issue,Refunded,16848,
RET01718,ORD005372,05-01-2026,Late Delivery,Refunded,3362,
RET01719,ORD022817,07-05-2024,Wrong Item,Refunded,1229,
RET01720,ORD029542,30-03-2024,Damaged,Refunded,20524,
RET01721,ORD027991,23-07-2024,Changed Mind,Processing,32090,
RET01722,ORD007635,25-08-2024,Late Delivery,Refunded,8290,
RET01723,ORD012697,06-06-2024,Changed Mind,Refunded,11618,
RET01724,ORD019970,21-08-2026,Size/Fit Issue,Refunded,4858,
RET01725,ORD001356,06-06-2024,Changed Mind,Refunded,32935,
RET01726,ORD013490,14-05-2024,Size/Fit Issue,Refunded,23256,
RET01727,ORD000663,24-02-2024,Size/Fit Issue,Refunded,20642,
RET01728,ORD009801,01-08-2025,Quality Issue,Refunded,9935,
RET01729,ORD028998,26-08-2024,Late Delivery,Refunded,41650,
RET01730,ORD004875,06-06-2026,Size/Fit Issue,Refunded,2487,
RET01731,ORD011884,17-08-2025,Size/Fit Issue,Refunded,11453,
RET01732,ORD005679,26-12-2024,Quality Issue,Processing,8828,
RET01733,ORD005650,21-06-2025,Quality Issue,Refunded,2099,
RET01734,ORD020380,11-07-2026,Late Delivery,Processing,5190,
RET01735,ORD012956,15-02-2024,Size/Fit Issue,Refunded,17065,
RET01736,ORD011785,31-08-2025,Late Delivery,Refunded,9990,
RET01737,ORD021302,29-08-2026,Quality Issue,Refunded,468,
RET01738,ORD008024,22-06-2024,Damaged,Refunded,6471,
RET01739,ORD011939,16-02-2025,Wrong Item,Refunded,12957,
RET01740,ORD022513,30-08-2024,Size/Fit Issue,Refunded,36914,
RET01741,ORD017580,15-10-2025,Damaged,Refunded,36992,
RET01742,ORD006161,19-09-2024,Late Delivery,Refunded,32862,
RET01743,ORD011115,27-06-2024,Damaged,Refunded,22585,
RET01744,ORD020114,15-04-2024,Wrong Item,Refunded,12272,
RET01745,ORD023173,09-07-2026,Damaged,Refunded,10804,
RET01746,ORD008380,01-03-2025,Changed Mind,Processing,18063,
RET01747,ORD005602,16-05-2026,Late Delivery,Refunded,7869,
RET01748,ORD028007,27-12-2024,Size/Fit Issue,Refunded,42564,
RET01749,ORD001044,13-09-2025,Changed Mind,Refunded,1341,
RET01750,ORD003457,24-11-2025,Damaged,Processing,29952,
RET01751,ORD024154,22-10-2025,Quality Issue,Refunded,10977,
RET01752,ORD022211,04-01-2025,Changed Mind,Processing,3770,
RET01753,ORD023136,08-07-2025,Late Delivery,Refunded,6109,
RET01754,ORD005008,10-05-2024,Quality Issue,Refunded,22835,
RET01755,ORD017617,11-09-2024,Quality Issue,Processing,1930,
RET01756,ORD019241,30-07-2025,Late Delivery,Refunded,34173,
RET01757,ORD019109,27-06-2026,Size/Fit Issue,Processing,5273,
RET01758,ORD015766,26-02-2025,Wrong Item,Refunded,14892,
RET01759,ORD014370,10-08-2025,Changed Mind,Refunded,8140,
RET01760,ORD013787,06-08-2025,Wrong Item,Refunded,7187,
RET01761,ORD016524,15-05-2026,Size/Fit Issue,Refunded,14740,
RET01762,ORD003157,05-03-2024,Wrong Item,Refunded,15524,
RET01763,ORD018163,19-01-2025,Size/Fit Issue,Processing,28575,
RET01764,ORD019157,15-05-2024,Wrong Item,Refunded,15739,
RET01765,ORD000146,19-06-2026,Size/Fit Issue,Refunded,3035,
RET01766,ORD008663,05-07-2026,Damaged,Refunded,22715,
RET01767,ORD020444,19-09-2026,Quality Issue,Refunded,5410,
RET01768,ORD010758,02-02-2025,Size/Fit Issue,Refunded,7985,
RET01769,ORD004004,03-01-2025,Size/Fit Issue,Refunded,20879,
RET01770,ORD029597,28-11-2025,Changed Mind,Refunded,20720,
RET01771,ORD026091,25-08-2024,Quality Issue,Refunded,5391,
RET01772,ORD023055,18-06-2024,Quality Issue,Refunded,3746,
RET01773,ORD029203,08-12-2024,Late Delivery,Refunded,27676,
RET01774,ORD014540,24-09-2025,Size/Fit Issue,Processing,14470,
RET01775,ORD007673,29-08-2025,Size/Fit Issue,Refunded,32127,
RET01776,ORD021854,01-05-2024,Damaged,Refunded,25547,
RET01777,ORD006266,29-07-2024,Changed Mind,Refunded,20669,
RET01778,ORD029125,09-09-2025,Changed Mind,Refunded,52696,
RET01779,ORD022781,30-01-2024,Wrong Item,Refunded,2548,
RET01780,ORD024050,03-04-2024,Size/Fit Issue,Refunded,1069,
RET01781,ORD022580,28-10-2025,Size/Fit Issue,Refunded,6188,
RET01782,ORD027926,17-02-2026,Damaged,Refunded,1070,
RET01783,ORD020689,07-08-2024,Changed Mind,Refunded,6331,
RET01784,ORD025901,21-03-2025,Size/Fit Issue,Refunded,12039,
RET01785,ORD025632,26-04-2024,Wrong Item,Refunded,27008,
RET01786,ORD020742,30-09-2024,Wrong Item,Refunded,18898,
RET01787,ORD011607,04-02-2026,Late Delivery,Refunded,17607,
RET01788,ORD005547,12-07-2026,Damaged,Refunded,94952,
RET01789,ORD012747,07-08-2024,Size/Fit Issue,Processing,18572,
RET01790,ORD020426,03-01-2025,Quality Issue,Refunded,11461,
RET01791,ORD024703,27-04-2024,Size/Fit Issue,Refunded,30096,
RET01792,ORD018718,09-05-2024,Late Delivery,Refunded,16602,
RET01793,ORD025981,16-04-2025,Late Delivery,Refunded,13503,
RET01794,ORD005938,14-05-2024,Quality Issue,Refunded,14055,
RET01795,ORD028687,17-04-2024,Changed Mind,Processing,35713,
RET01796,ORD013438,14-11-2025,Wrong Item,Refunded,3105,
RET01797,ORD016202,28-08-2025,Changed Mind,Processing,7346,
RET01798,ORD023024,31-03-2025,Wrong Item,Refunded,27584,
RET01799,ORD007403,01-05-2025,Size/Fit Issue,Refunded,4222,
RET01800,ORD024084,05-02-2024,Wrong Item,Refunded,11504,
RET01801,ORD013581,16-07-2024,Damaged,Refunded,25337,
RET01802,ORD018836,15-02-2025,Quality Issue,Refunded,5176,
RET01803,ORD002533,14-12-2024,Wrong Item,Refunded,4615,
RET01804,ORD027788,29-08-2024,Changed Mind,Refunded,11546,
RET01805,ORD024152,17-03-2025,Quality Issue,Refunded,19335,
RET01806,ORD008013,06-05-2025,Late Delivery,Refunded,1712,
RET01807,ORD020388,19-08-2026,Size/Fit Issue,Refunded,4182,
RET01808,ORD003366,20-12-2025,Late Delivery,Processing,40347,
RET01809,ORD011981,02-08-2024,Size/Fit Issue,Refunded,20512,
RET01810,ORD016535,14-09-2025,Quality Issue,Refunded,39828,
RET01811,ORD008630,06-10-2024,Damaged,Refunded,9634,
RET01812,ORD026306,28-03-2024,Changed Mind,Refunded,13906,
RET01813,ORD011927,27-12-2024,Damaged,Processing,20328,
RET01814,ORD013855,30-08-2024,Damaged,Refunded,9576,
RET01815,ORD013656,22-11-2024,Damaged,Refunded,51234,
RET01816,ORD026956,20-05-2025,Damaged,Refunded,30770,
RET01817,ORD010040,01-09-2025,Wrong Item,Refunded,7682,
RET01818,ORD021330,22-06-2026,Changed Mind,Refunded,5830,
RET01819,ORD004861,28-01-2026,Size/Fit Issue,Refunded,16301,
RET01820,ORD003382,26-02-2025,Size/Fit Issue,Processing,13540,
RET01821,ORD028145,23-03-2025,Changed Mind,Processing,20107,
RET01822,ORD021428,17-04-2024,Damaged,Processing,13396,
RET01823,ORD009154,19-06-2025,Quality Issue,Refunded,9817,
RET01824,ORD022861,12-03-2026,Wrong Item,Refunded,579,
RET01825,ORD016697,13-12-2024,Size/Fit Issue,Refunded,1465,
RET01826,ORD020375,03-06-2024,Size/Fit Issue,Refunded,51793,
RET01827,ORD010245,21-12-2024,Quality Issue,Refunded,35127,
RET01828,ORD021291,11-10-2024,Changed Mind,Refunded,6430,
RET01829,ORD011368,31-03-2026,Changed Mind,Refunded,4148,
RET01830,ORD001279,05-10-2024,Damaged,Refunded,28369,
RET01831,ORD019705,01-03-2025,Changed Mind,Refunded,30394,
RET01832,ORD019409,12-10-2025,Quality Issue,Refunded,9368,
RET01833,ORD009653,25-09-2025,Damaged,Refunded,7735,
RET01834,ORD002219,30-06-2026,Quality Issue,Refunded,11982,
RET01835,ORD002508,01-08-2024,Size/Fit Issue,Refunded,18365,
RET01836,ORD007428,09-03-2024,Changed Mind,Processing,5459,
RET01837,ORD007942,03-01-2025,Changed Mind,Processing,30830,
RET01838,ORD001864,24-02-2024,Damaged,Refunded,8088,
RET01839,ORD025771,22-05-2025,Size/Fit Issue,Refunded,4965,
RET01840,ORD003060,16-07-2024,Size/Fit Issue,Refunded,52715,
RET01841,ORD020674,24-06-2025,Damaged,Refunded,23553,
RET01842,ORD016139,14-07-2024,Size/Fit Issue,Refunded,21597,
RET01843,ORD027124,09-06-2024,Size/Fit Issue,Refunded,26532,
RET01844,ORD025100,25-04-2026,Quality Issue,Refunded,36415,
RET01845,ORD012305,19-01-2026,Damaged,Refunded,14835,
RET01846,ORD012045,15-11-2025,Changed Mind,Refunded,9614,
RET01847,ORD007875,11-05-2025,Quality Issue,Refunded,3183,
RET01848,ORD009745,17-01-2026,Damaged,Processing,67878,
RET01849,ORD022815,16-02-2026,Damaged,Refunded,23156,
RET01850,ORD027629,22-11-2024,Size/Fit Issue,Refunded,10475,
RET01851,ORD018884,08-04-2026,Wrong Item,Processing,55287,
RET01852,ORD021608,14-05-2025,Late Delivery,Processing,15471,
RET01853,ORD023610,21-10-2025,Damaged,Processing,12584,
RET01854,ORD013927,19-02-2026,Changed Mind,Refunded,14345,
RET01855,ORD003600,20-01-2026,Quality Issue,Refunded,13254,
RET01856,ORD028928,11-12-2024,Damaged,Refunded,14744,
RET01857,ORD021341,28-09-2024,Size/Fit Issue,Processing,42800,
RET01858,ORD020832,30-06-2025,Size/Fit Issue,Refunded,9995,
RET01859,ORD015394,28-08-2024,Damaged,Refunded,15408,
RET01860,ORD015608,17-07-2025,Damaged,Refunded,25925,
RET01861,ORD021533,15-02-2025,Quality Issue,Refunded,5035,
RET01862,ORD005752,10-09-2026,Quality Issue,Refunded,3050,
RET01863,ORD010745,04-07-2024,Changed Mind,Refunded,2116,
RET01864,ORD016046,18-07-2025,Late Delivery,Refunded,6386,
RET01865,ORD016703,22-04-2024,Quality Issue,Refunded,1752,
RET01866,ORD018986,07-07-2024,Quality Issue,Refunded,21518,
RET01867,ORD012434,23-09-2025,Size/Fit Issue,Refunded,2364,
RET01868,ORD017356,03-09-2024,Wrong Item,Refunded,21235,
RET01869,ORD015841,09-12-2025,Damaged,Refunded,40063,
RET01870,ORD010212,27-12-2025,Quality Issue,Refunded,12655,
RET01871,ORD018711,30-06-2025,Changed Mind,Refunded,5142,
RET01872,ORD001366,01-10-2025,Damaged,Refunded,7091,
RET01873,ORD015685,02-03-2025,Late Delivery,Refunded,48836,
RET01874,ORD006032,29-10-2024,Damaged,Refunded,1831,
RET01875,ORD013784,06-05-2026,Damaged,Processing,23408,
RET01876,ORD001315,19-01-2025,Changed Mind,Refunded,8300,
RET01877,ORD003058,09-05-2025,Damaged,Processing,5336,
RET01878,ORD012865,11-12-2025,Damaged,Refunded,4526,
RET01879,ORD001985,01-12-2024,Damaged,Refunded,2445,
RET01880,ORD011967,07-12-2025,Late Delivery,Refunded,37983,
RET01881,ORD025007,13-07-2024,Quality Issue,Refunded,7189,
RET01882,ORD020290,20-06-2026,Changed Mind,Refunded,34301,
RET01883,ORD004126,04-05-2024,Quality Issue,Refunded,8808,
RET01884,ORD002737,01-08-2026,Size/Fit Issue,Refunded,36230,
RET01885,ORD012074,13-05-2024,Changed Mind,Refunded,24275,
RET01886,ORD019390,21-08-2025,Damaged,Refunded,14148,
RET01887,ORD024653,25-11-2025,Changed Mind,Refunded,6567,
RET01888,ORD023269,08-07-2024,Changed Mind,Refunded,30995,
RET01889,ORD016152,30-09-2024,Wrong Item,Refunded,22143,
RET01890,ORD005233,19-11-2024,Size/Fit Issue,Refunded,19603,
RET01891,ORD018772,03-07-2024,Size/Fit Issue,Processing,7277,
RET01892,ORD015361,13-04-2024,Size/Fit Issue,Refunded,10922,
RET01893,ORD006308,30-08-2026,Size/Fit Issue,Refunded,7422,
RET01894,ORD000621,28-01-2026,Quality Issue,Processing,9880,
RET01895,ORD014437,27-07-2026,Size/Fit Issue,Refunded,26810,
RET01896,ORD004872,20-12-2024,Late Delivery,Refunded,4659,
RET01897,ORD026117,11-03-2026,Size/Fit Issue,Refunded,24967,
RET01898,ORD011276,20-05-2025,Damaged,Refunded,2092,
RET01899,ORD029830,31-12-2024,Size/Fit Issue,Refunded,14337,
RET01900,ORD008514,09-02-2024,Quality Issue,Refunded,35606,
RET01901,ORD006098,23-08-2025,Damaged,Refunded,32230,
RET01902,ORD012464,12-03-2026,Damaged,Refunded,18626,
RET01903,ORD005250,07-10-2024,Quality Issue,Refunded,15599,
RET01904,ORD025718,22-12-2025,Damaged,Refunded,20129,
RET01905,ORD016292,01-04-2026,Late Delivery,Refunded,896,
RET01906,ORD009067,29-04-2026,Late Delivery,Refunded,8479,
RET01907,ORD004297,28-04-2024,Damaged,Refunded,2975,
RET01908,ORD029624,22-08-2026,Size/Fit Issue,Refunded,9313,
RET01909,ORD027458,14-04-2025,Damaged,Refunded,30155,
RET01910,ORD013165,15-01-2025,Size/Fit Issue,Refunded,30402,
RET01911,ORD027864,01-11-2024,Size/Fit Issue,Refunded,7024,
RET01912,ORD003195,06-07-2026,Size/Fit Issue,Refunded,4290,
RET01913,ORD023994,10-08-2026,Late Delivery,Refunded,43715,
RET01914,ORD000860,12-07-2024,Damaged,Refunded,7106,
RET01915,ORD018253,12-10-2025,Quality Issue,Refunded,19600,
RET01916,ORD009811,08-05-2025,Late Delivery,Refunded,34989,
RET01917,ORD012492,06-04-2026,Quality Issue,Refunded,21757,
RET01918,ORD019380,14-04-2024,Changed Mind,Refunded,24395,
RET01919,ORD006213,16-08-2024,Quality Issue,Refunded,20970,
RET01920,ORD025608,16-09-2025,Wrong Item,Refunded,3777,
RET01921,ORD016883,14-05-2024,Quality Issue,Refunded,1682,
RET01922,ORD006433,21-08-2026,Changed Mind,Refunded,4152,
RET01923,ORD012971,01-03-2025,Wrong Item,Refunded,10349,
RET01924,ORD007463,03-04-2024,Changed Mind,Refunded,13877,
RET01925,ORD021229,24-09-2024,Damaged,Refunded,15720,
RET01926,ORD007318,06-02-2025,Size/Fit Issue,Processing,14407,
RET01927,ORD012882,16-07-2024,Late Delivery,Refunded,8775,
RET01928,ORD024639,08-02-2024,Changed Mind,Refunded,33779,
RET01929,ORD020733,29-08-2024,Quality Issue,Refunded,43115,
RET01930,ORD023680,18-09-2024,Size/Fit Issue,Refunded,366,
RET01931,ORD015505,08-06-2025,Changed Mind,Refunded,19638,
RET01932,ORD008741,10-02-2024,Late Delivery,Refunded,12907,
RET01933,ORD024284,06-01-2026,Late Delivery,Refunded,3746,
RET01934,ORD001598,04-11-2025,Size/Fit Issue,Refunded,7523,
RET01935,ORD010594,12-07-2024,Changed Mind,Refunded,5841,
RET01936,ORD001950,16-05-2024,Size/Fit Issue,Refunded,3942,
RET01937,ORD028002,13-05-2025,Size/Fit Issue,Refunded,15987,
RET01938,ORD003656,08-05-2025,Damaged,Refunded,2953,
RET01939,ORD028010,02-04-2025,Damaged,Refunded,7125,
RET01940,ORD004884,10-03-2024,Size/Fit Issue,Refunded,17708,
RET01941,ORD026991,12-02-2026,Late Delivery,Refunded,619,
RET01942,ORD027303,19-02-2025,Size/Fit Issue,Refunded,39665,
RET01943,ORD026692,28-02-2026,Changed Mind,Processing,10048,
RET01944,ORD018058,06-01-2025,Quality Issue,Refunded,41944,
